2025-04-30 03:38:19,091 DEBUG   SenderThread:23 [sender.py:send_request():407] send_request: summary_record
2025-04-30 03:38:19,091 INFO    SenderThread:23 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2025-04-30 03:38:19,795 INFO    Thread-12 :23 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20250430_033729-3ik7mycf/files/wandb-summary.json
2025-04-30 03:38:20,800 INFO    Thread-12 :23 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20250430_033729-3ik7mycf/files/output.log
2025-04-30 03:38:22,096 DEBUG   HandlerThread:23 [handler.py:handle_request():146] handle_request: status_report
2025-04-30 03:38:24,186 DEBUG   HandlerThread:23 [handler.py:handle_request():146] handle_request: partial_history
2025-04-30 03:38:24,188 DEBUG   SenderThread:23 [sender.py:send():380] send: history
2025-04-30 03:38:24,188 DEBUG   SenderThread:23 [sender.py:send_request():407] send_request: summary_record
2025-04-30 03:38:24,190 INFO    SenderThread:23 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2025-04-30 03:38:24,803 INFO    Thread-12 :23 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20250430_033729-3ik7mycf/files/wandb-summary.json
2025-04-30 03:38:26,804 INFO    Thread-12 :23 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20250430_033729-3ik7mycf/files/output.log
2025-04-30 03:38:27,199 DEBUG   HandlerThread:23 [handler.py:handle_request():146] handle_request: status_report
